English,Japanese,Industry,TSE,Exchange,Source
Japan Foods Co. Ltd.,,Non-Alcoholic Beverages/Drinks,2599,XTKS,1WSJ
Japan Foundation Engineering Co. Ltd.,,Construction,1914,XTKS,1WSJ
Japan Hospice Holdings Inc.,,Healthcare Provision,7061,XTKS,1WSJ
Japan Hotel REIT Investment Corp.,,Hotel/Lodging REITs,8985,XTKS,1WSJ
Japan Infrastructure Fund Investment Corp.,,Mutual & Other Funds,9287,XTKS,1WSJ
Japan Insulation Co. Ltd.,,Building Materials/Products,5368,XTKS,1WSJ
Japan Investment Adviser Co. Ltd.,,Investment Advisors,7172,XTKS,1WSJ
Japan Lifeline Co. Ltd.,,Medical Equipment/Supplies,7575,XTKS,1WSJ
Japan Living Service Co. Ltd.,,Real Estate Developers,8854,XTKS,1WSJ
Japan Living Warranty Inc.,,Real Estate Developers,7320,XTKS,1WSJ
Japan Logistics Fund Inc.,,Industrial/Office REITs,8967,XTKS,1WSJ
Japan Material Co. Ltd.,,Industrial Electronics,6055,XTKS,1WSJ
Japan Medical Dynamic Marketing Inc.,,Medical Equipment/Supplies,7600,XTKS,1WSJ
Japan Metropolitan Fund Investment Corp.,,Retail REITs,8953,XTKS,1WSJ
Japan Oil Transportation Co. Ltd.,,Trucking,9074,XTKS,1WSJ
Japan PC Service Co. Ltd.,,Computer Services,6025,XNGO,1WSJ
Japan Petroleum Exploration Co. Ltd.,,Major Oil & Gas,1662,XTKS,1WSJ
Japan Post Bank Co. Ltd.,,Banking,7182,XTKS,1WSJ
Japan Post Holdings,日本郵政株式会社,,6178,,2WIKI
Japan Post Insurance Co. Ltd.,,Life Insurance,7181,XTKS,1WSJ
Japan Power Fastening Co. Ltd.,,Industrial Products,5950,XTKS,1WSJ
Japan Prime Realty Investment Corp.,,Industrial/Office REITs,8955,XTKS,1WSJ
Japan Property Management Center Co. Ltd.,,Real Estate Developers,3276,XTKS,1WSJ
Japan Pulp & Paper Co. Ltd.,,Paper/Pulp,8032,XTKS,1WSJ
Japan Pure Chemical Co. Ltd.,,Chemicals,4973,XTKS,1WSJ
Japan Radio Company,日本無線株式会社,,6751,,2WIKI
Japan Real Estate Investment Corp.,,Industrial/Office REITs,8952,XTKS,1WSJ
Japan Resistor Mfg. Co. Ltd.,,Industrial Electronics,6977,XTKS,1WSJ
Japan Securities Finance Co. Ltd.,,Finance Companies,8511,XTKS,1WSJ
Japan Steel Works Ltd.,,Industrial Machinery,5631,XTKS,1WSJ
Japan System Techniques Co. Ltd.,,Software,4323,XTKS,1WSJ
Japan Tissue Engineering Co. Ltd.,,Biotechnology,7774,XJAS,1WSJ
Japan Tobacco,日本たばこ産業株式会社,,2914,,2WIKI
Japan Transcity Corp.,,Transportation Services,9310,XTKS,1WSJ
Japan Wool Textile Co. Ltd.,,Clothing,3201,XTKS,1WSJ
Jason Co. Ltd.,,Mixed Retailing,3080,XJAS,1WSJ
Jastec Co. Ltd.,,Software,9717,XTKS,1WSJ
Jedat Inc.,,Software,3841,XJAS,1WSJ
Jibannet Holdings Co. Ltd.,,Technical Services,6072,XTKS,1WSJ
Jichodo Co. Ltd.,,Clothing,3597,XTKS,1WSJ
Jig-Saw Inc.,,Software,3914,XTKS,1WSJ
Jimoto Holdings Inc.,,Banking,7161,XTKS,1WSJ
Jimoty Inc.,,Advertising/Marketing/Public Relations,7082,XTKS,1WSJ
Jinushi Co. Ltd.,,Real Estate Developers,3252,XTKS,1WSJ
Joban Kosan Co. Ltd.,,Wholesalers,9675,XTKS,1WSJ
Joshin Denki Co. Ltd.,,Home Goods Retail,8173,XTKS,1WSJ
Joyful Honda Co. Ltd.,,Home Goods Retail,3191,XTKS,1WSJ
Joyfull Co. Ltd.,,Restaurants,9942,XFKA,1WSJ
Joyo Bank,株式会社常陽銀行,,8333,,2WIKI
Juntendo Co. Ltd.,,Home Goods Retail,9835,XTKS,1WSJ
Juroku Financial Group Inc.,,Banking,7380,XTKS,1WSJ
JustSystems,株式会社ジャストシステム,,4686,,2WIKI
K Line,川崎汽船株式会社,,9107,,2WIKI
K&O Energy Group Inc.,,Oil Extraction,1663,XTKS,1WSJ
K's Holdings Corp.,,Home Goods Retail,8282,XTKS,1WSJ
K.R.S. Corp.,,Transportation Services,9369,XTKS,1WSJ
KDDI,KDDI株式会社,,9433,,2WIKI
KFC Holdings Japan Ltd.,,Restaurants,9873,XTKS,1WSJ
KFC Ltd.,,Building Materials/Products,3420,XTKS,1WSJ
KH Neochem Co. Ltd.,,Chemicals,4189,XTKS,1WSJ
KHC Ltd.,,Real Estate Developers,1451,XTKS,1WSJ
KIYO Learning Co. Ltd.,,Consumer Services,7353,XTKS,1WSJ
KLab Inc.,,Toys & Games,3656,XTKS,1WSJ
KNC Laboratories Co. Ltd.,,Chemicals,6568,XTKS,1WSJ
KNT-CT Holdings Co. Ltd.,,Tourism,9726,XTKS,1WSJ
KOMAIHALTEC Inc.,,Construction,5915,XTKS,1WSJ
KOSE Corp.,,Personal Care Products/Appliances,4922,XTKS,1WSJ
KTK Inc.,,Wholesalers,3035,XJAS,1WSJ
KU Holdings Co. Ltd.,,Specialty Retail,9856,XTKS,1WSJ
KYB Corp.,,Motor Vehicle Parts,7242,XTKS,1WSJ
KYORIN Holdings Inc.,,Pharmaceuticals,4569,XTKS,1WSJ
Kabuki-Za Co. Ltd.,,Recreational Services,9661,XTKS,1WSJ
Kadokawa Corp.,,Publishing,9468,XTKS,1WSJ
Kadoya Sesame Mills Inc.,,Food Products,2612,XTKS,1WSJ
Kaga Electronics Co. Ltd.,,Wholesalers,8154,XTKS,1WSJ
Kagome,カゴメ株式会社,,2811,,2WIKI
Kaihan Co. Ltd.,,Restaurants,3133,XTKS,1WSJ
Kaizen Platform Inc.,,Software,4170,XTKS,1WSJ
Kaji Technology Corp.,,Industrial Machinery,6391,XTKS,1WSJ
Kajima Construction,鹿島建設株式会社,,1812,,2WIKI
Kakaku.com Inc.,,Internet/Online,2371,XTKS,1WSJ
Kaken Pharmaceutical Co. Ltd.,,Pharmaceuticals,4521,XTKS,1WSJ
Kakiyasu Honten Co. Ltd.,,Food Products,2294,XTKS,1WSJ
Kakuyasu Group Co. Ltd.,,Food Retail,7686,XTKS,1WSJ
Kamakura Shinsho Ltd.,,Consumer Services,6184,XTKS,1WSJ
Kameda Seika Co. Ltd.,,Food Products,2220,XTKS,1WSJ
Kamei Corp.,,Mixed Retailing,8037,XTKS,1WSJ
Kamigumi Co. Ltd.,,Transportation Services,9364,XTKS,1WSJ
Kanaden Corp.,,Industrial Electronics,8081,XTKS,1WSJ
Kanagawa Chuo Kotsu Co. Ltd.,,"Passenger Transport, Other",9081,XTKS,1WSJ
Kaname Kogyo Co. Ltd.,,Environment/Waste Management,6566,XTKS,1WSJ
Kanamic Network Co. Ltd.,,Computer Services,3939,XTKS,1WSJ
Kanamoto Co. Ltd.,,General Services,9678,XTKS,1WSJ
Kanda Holdings Co. Ltd.,,Transportation Services,9059,XTKS,1WSJ
Kanda Tsushinki Co. Ltd.,,Construction,1992,XJAS,1WSJ
Kandenko Co. Ltd.,,Construction,1942,XTKS,1WSJ
Kanefusa Corp.,,Industrial Products,5984,XTKS,1WSJ
Kaneka Corp.,,Chemicals,4118,XTKS,1WSJ
Kaneko Seeds Co. Ltd.,,Farming,1376,XTKS,1WSJ
Kanematsu Corp.,,Diversified Holding Companies,8020,XTKS,1WSJ
Kanematsu Electronics Ltd.,,Computers/Consumer Electronics,8096,XTKS,1WSJ
Kanematsu Engineering Co. Ltd.,,Commercial Vehicles,6402,XTKS,1WSJ
Kanematsu Sustech Corp.,,Technical Services,7961,XTKS,1WSJ
Kanemitsu Corp.,,Motor Vehicle Parts,7208,XTKS,1WSJ
Kaneshita Construction Co. Ltd.,,Construction,1897,XTKS,1WSJ
Kaneso Co. Ltd.,,Industrial Products,5979,XNGO,1WSJ
Kanmonkai Co. Ltd.,,Restaurants,3372,XTKS,1WSJ
Kanro Inc.,,Food Products,2216,XTKS,1WSJ
Kansai Electric Power Co. Inc.,,Multiutilities,9503,XTKS,1WSJ
Kansai Paint,関西ペイント株式会社,,4613,,2WIKI
Kanto Denka Kogyo Co. Ltd.,,Chemicals,4047,XTKS,1WSJ
Kantsu Co. Ltd.,,Transportation Services,9326,XTKS,1WSJ
Kao Corp.,,Personal Care Products/Appliances,4452,XTKS,1WSJ
Kaonavi Inc.,,Internet/Online,4435,XTKS,1WSJ
Kappa-Create Co. Ltd.,,Restaurants,7421,XTKS,1WSJ
Karadanote Inc.,,Computer Services,4014,XTKS,1WSJ
Kasai Kogyo Co. Ltd.,,Motor Vehicle Parts,7256,XTKS,1WSJ
Kasumigaseki Capital Co. Ltd.,,Real Estate Developers,3498,XTKS,1WSJ
Katakura & Co-Op Agri Corp.,,Chemicals,4031,XTKS,1WSJ
Katakura Industries Co. Ltd.,,Diversified Holding Companies,3001,XTKS,1WSJ
Katitas Co. Ltd.,,Real Estate Developers,8919,XTKS,1WSJ
Kato Sangyo Co. Ltd.,,Food Retail,9869,XTKS,1WSJ
Kato Works Co. Ltd.,,Mobile Machinery,6390,XTKS,1WSJ
Kawada Technologies Inc.,,Construction,3443,XTKS,1WSJ
Kawagishi Bridge Works Co. Ltd.,,Building Materials/Products,5921,XTKS,1WSJ
Kawaguchi Chemical Industry Co. Ltd.,,Chemicals,4361,XTKS,1WSJ
Kawai Musical Instruments Manufacturing,株式会社河合楽器製作所,,7952,,2WIKI
Kawakami Paint Mfg. Co. Ltd.,,Building Materials/Products,4616,XTKS,1WSJ
Kawamoto Corp.,,Medical Equipment/Supplies,3604,XTKS,1WSJ
Kawanishi Warehouse Co. Ltd.,,Transportation Services,9322,XTKS,1WSJ
Kawasaki & Co. Ltd.,,Clothing,3045,XTKS,1WSJ
Kawasaki Heavy Industries,川崎重工業株式会社,,7012,,2WIKI
Kawasaki Kinkai Kisen Kaisha Ltd.,,Water Transport/Shipping,9179,XTKS,1WSJ
Kawasaki Setsubi Kogyo Co. Ltd.,,Construction,1777,XNGO,1WSJ
Kawase Computer Supplies Co. Ltd.,,Computer Services,7851,XTKS,1WSJ
Kayac Inc.,,Software,3904,XTKS,1WSJ
KeePer Technical Laboratory Co. Ltd.,,Chemicals,6036,XTKS,1WSJ
Keifuku Electric Railroad Co. Ltd.,,Railroads,9049,XTKS,1WSJ
Keihanshin Building Co. Ltd.,,Real Estate Developers,8818,XTKS,1WSJ
Keihin Co. Ltd.,,Transportation Services,9312,XTKS,1WSJ
Keihin Corporation,株式会社ケーヒン,,7251,,2WIKI
Keihin Electric Express Railway,京浜急行電鉄株式会社,,9006,,2WIKI
Keijidoushakan Co. Ltd.,,Specialty Retail,7680,XTKS,1WSJ
Keio Corp.,,Railroads,9008,XTKS,1WSJ
Keisei Electric Railway Co. Ltd.,,Railroads,9009,XTKS,1WSJ
Keiwa Inc.,,Chemicals,4251,XTKS,1WSJ
Keiyo Bank Ltd.,,Banking,8544,XTKS,1WSJ
Keiyo Co. Ltd.,,Home Goods Retail,8168,XTKS,1WSJ
Keiyo Gas Co. Ltd.,,Gas Utilities,9539,XTKS,1WSJ
Kenedix Office Investment Corp.,,Industrial/Office REITs,8972,XTKS,1WSJ
Kenedix Residential Next Investment Corp.,,Residential REITs,3278,XTKS,1WSJ
Kenedix Retail REIT Corp.,,Retail REITs,3453,XTKS,1WSJ
Kenko Mayonnaise Co. Ltd.,,Food Products,2915,XTKS,1WSJ
Kenwood Electronics,株式会社ケンウッド,,6765,,2WIKI
Kewpie Corp.,,Food Products,2809,XTKS,1WSJ
Key Coffee Inc.,,Non-Alcoholic Beverages/Drinks,2594,XTKS,1WSJ
Keyence,株式会社キーエンス,,6861,,2WIKI
Keyware Solutions Inc.,,Software,3799,XTKS,1WSJ
Ki-Star Real Estate Co. Ltd.,,Real Estate Developers,3465,XTKS,1WSJ
Kibun Foods Inc.,,Food Products,2933,XTKS,1WSJ
Kichiri Holdings & Co. Ltd.,,Restaurants,3082,XTKS,1WSJ
Kids Smile Holdings Inc.,,Consumer Services,7084,XTKS,1WSJ
Kidswell Bio Corp.,,Biotechnology,4584,XTKS,1WSJ
Kikkoman,キッコーマン株式会社,,2801,,2WIKI
Kikuchi Seisakusho Co. Ltd.,,Industrial Machinery,3444,XJAS,1WSJ
Kikukawa Enterprise Inc.,,Industrial Machinery,6346,XTKS,1WSJ
Kikusui Chemical Industries Co. Ltd.,,Building Materials/Products,7953,XTKS,1WSJ
Kimoto Co. Ltd.,,Chemicals,7908,XTKS,1WSJ
Kimura Chemical Plants Co. Ltd.,,Industrial Machinery,6378,XTKS,1WSJ
Kimura Kohki Co. Ltd.,,Building Materials/Products,6231,XTKS,1WSJ
Kimura Unity Co. Ltd.,,Diversified Holding Companies,9368,XTKS,1WSJ
Kimuratan Corp.,,Clothing,8107,XTKS,1WSJ
Kin-Ei Corp.,,Recreational Services,9636,XTKS,1WSJ
Kinden Corp.,,Construction,1944,XTKS,1WSJ
King Co. Ltd.,,Clothing,8118,XTKS,1WSJ
King Jim Co. Ltd.,,Computers/Consumer Electronics,7962,XTKS,1WSJ
Kinjiro Co. Ltd.,,Software,4013,XTKS,1WSJ
Kinki Sharyo Co. Ltd.,,Railroads,7122,XTKS,1WSJ
Kintetsu Department Store Co. Ltd.,,Mixed Retailing,8244,XTKS,1WSJ
Kintetsu Group,近鉄グループホールディングス,,9041,,2WIKI
Kintetsu World Express Inc.,,Transportation Services,9375,XTKS,1WSJ
Kirin Holdings Co. Ltd.,,Alcoholic Beverages/Drinks,2503,XTKS,1WSJ
Kisoji Co. Ltd.,,Restaurants,8160,XTKS,1WSJ
Kissei Pharmaceutical Co. Ltd.,,Pharmaceuticals,4547,XTKS,1WSJ
Kita Koudensha Corp.,,Construction,1734,XSAP,1WSJ
Kita-Nippon Bank Ltd.,,Banking,8551,XTKS,1WSJ
Kitagawa Corp.,,Industrial Machinery,6317,XTKS,1WSJ
Kitakei Co. Ltd.,,Home Goods Retail,9872,XTKS,1WSJ
Kitanihon Spinning Co. Ltd.,,Clothing,3409,XTKS,1WSJ
Kitano Construction Corp.,,Construction,1866,XTKS,1WSJ
Kitanotatsujin Corp.,,Food Products,2930,XTKS,1WSJ
Kitazawa Sangyo Co. Ltd.,,Industrial Machinery,9930,XTKS,1WSJ
Kito Corp.,,Industrial Machinery,6409,XTKS,1WSJ
Kitz Corp.,,Industrial Machinery,6498,XTKS,1WSJ
Kiyo Bank Ltd.,,Banking,8370,XTKS,1WSJ
Kizuna Holdings Corp.,,Consumer Services,7086,XTKS,1WSJ
KnowledgeSuite Inc.,,Internet/Online,3999,XTKS,1WSJ
Koa Corp.,,Industrial Electronics,6999,XTKS,1WSJ
Koa Shoji Holdings Co. Ltd.,,Pharmaceuticals,9273,XTKS,1WSJ
Koatsu Gas Kogyo Co. Ltd.,,Chemicals,4097,XTKS,1WSJ
Koatsu Kogyo Co. Ltd.,,Building Materials/Products,1743,XTKS,1WSJ
Kobayashi Pharmaceutical Co. Ltd.,,Pharmaceuticals,4967,XTKS,1WSJ
Kobayashi Yoko Co. Ltd.,,Securities,8742,XTKS,1WSJ
Kobe Bussan Co. Ltd.,,Food Retail,3038,XTKS,1WSJ
Kobe Electric Railway,神戸電鉄株式会社,,9046,,2WIKI
Kobe Steel,株式会社神戸製鋼所,,5406,,2WIKI
Kobelco Wire Co. Ltd.,,Iron/Steel,5660,XTKS,1WSJ
Kodama Chemical Industry Co. Ltd.,,Chemicals,4222,XTKS,1WSJ
Kodensha Co. Ltd.,,Construction,1948,XTKS,1WSJ
Koei Chemical Co. Ltd.,,Chemicals,4367,XTKS,1WSJ
Koei Tecmo Holdings Co. Ltd.,,Toys & Games,3635,XTKS,1WSJ
Kogi Corp.,,Iron/Steel,5603,XTKS,1WSJ
Kohnan Shoji Co. Ltd.,,Home Goods Retail,7516,XTKS,1WSJ
Kohoku Kogyo Co. Ltd.,,Industrial Electronics,6524,XTKS,1WSJ
Kohsoku Corp.,,Containers/Packaging,7504,XTKS,1WSJ
Koike Sanso Kogyo Co. Ltd.,,Industrial Machinery,6137,XTKS,1WSJ
Koito Manufacturing Co. Ltd.,,Motor Vehicle Parts,7276,XTKS,1WSJ
Kojima Co. Ltd.,,Home Goods Retail,7513,XTKS,1WSJ
Kokopelli Inc.,,Software,4167,XTKS,1WSJ
Kokusai Pulp & Paper Co. Ltd.,,Paper/Pulp,9274,XTKS,1WSJ
Kokuyo Co. Ltd.,,Nondurable Household Products,7984,XTKS,1WSJ
Komatsu Limited,株式会社小松製作所,,6301,,2WIKI
Komatsu Matere Co. Ltd.,,Clothing,3580,XTKS,1WSJ
Komatsu Wall Industry Co. Ltd.,,Building Materials/Products,7949,XTKS,1WSJ
Komeda Holdings Co. Ltd.,,Restaurants,3543,XTKS,1WSJ
Komehyo Holdings Co. Ltd.,,Mixed Retailing,2780,XTKS,1WSJ
Komeri Co. Ltd.,,Home Goods Retail,8218,XTKS,1WSJ
Komori,株式会社小森コーポレーション,,6349,,2WIKI
Konaka Co. Ltd.,,Clothing Retail,7494,XTKS,1WSJ
Konami,コナミ株式会社,,9766,,2WIKI
Kondotec Inc.,,Building Materials/Products,7438,XTKS,1WSJ
Konica Minolta,コニカミノルタホールディングス,,4902,,2WIKI
Konishi Co. Ltd.,,Chemicals,4956,XTKS,1WSJ
Konoike Transport Co. Ltd.,,Transportation Services,9025,XTKS,1WSJ
Konoshima Chemical Co. Ltd.,,Building Materials/Products,4026,XTKS,1WSJ
Kosaido Holdings Co. Ltd.,,Printing,7868,XTKS,1WSJ
Kose R.E. Co. Ltd.,,Real Estate Developers,3246,XTKS,1WSJ
Kosei Securities Co. Ltd.,,Securities,8617,XTKS,1WSJ
Koshidaka Holdings Co. Ltd.,,Recreational Services,2157,XTKS,1WSJ
Koukandekirukun Inc.,,Home Goods Retail,7695,XTKS,1WSJ
Kourakuen Holdings Corp.,,Restaurants,7554,XTKS,1WSJ
Koyosha Inc.,,Industrial Machinery,7946,XTKS,1WSJ
Kringle Pharma Inc.,,Pharmaceuticals,4884,XTKS,1WSJ
Krosaki Harima Corp.,,Building Materials/Products,5352,XTKS,1WSJ
Kubota,株式会社クボタ,,6326,,2WIKI
Kubota Pharmaceutical Holdings Co. Ltd.,,Pharmaceuticals,4596,XTKS,1WSJ
Kubotek Corp.,,Precision Products,7709,XTKS,1WSJ
Kudan Inc.,,Emerging Technologies,4425,XTKS,1WSJ
Kudo Corp.,,Construction,1764,XTKS,1WSJ
Kufu Co. Inc.,,Consumer Services,4376,XTKS,1WSJ
Kumagai Gumi,株式会社熊谷組,,1861,,2WIKI
Kumiai Chemical Industry Co. Ltd.,,Chemicals,4996,XTKS,1WSJ
Kunimine Industries Co. Ltd.,,General Mining,5388,XTKS,1WSJ
Kura Sushi Inc.,,Restaurants,2695,XTKS,1WSJ
Kurabo Industries Ltd.,,Clothing,3106,XTKS,1WSJ
Kuraray,株式会社クラレ,,3405,,2WIKI
Kuraudia Holdings Co. Ltd.,,Consumer Services,3607,XTKS,1WSJ
Kureha Corp.,,Chemicals,4023,XTKS,1WSJ
Kuribayashi Steamship Co. Ltd.,,Water Transport/Shipping,9171,XTKS,1WSJ
Kurimoto Ltd.,,Iron/Steel,5602,XTKS,1WSJ
Kurita Water Industries,栗田工業株式会社,,6370,,2WIKI
Kuriyama Holdings Corp.,,Industrial Products,3355,XTKS,1WSJ
Kuroda Precision Industries Ltd.,,Precision Products,7726,XTKS,1WSJ
Kurogane Kosakusho Ltd.,,Furniture,7997,XTKS,1WSJ
Kurotani Corp.,,Non-Ferrous Metals,3168,XTKS,1WSJ
Kushikatsu Tanaka Holdings Co.,,Restaurants,3547,XTKS,1WSJ
Kushim Inc.,,Software,2345,XTKS,1WSJ
Kusuri No Aoki Holdings Co. Ltd.,,Drug Retail,3549,XTKS,1WSJ
Kuwazawa Holdings Corp.,,Wholesalers,8104,XTKS,1WSJ
KyOwa Corp.,,Recreational Services,6570,XTKS,1WSJ
Kyocera,栗田工業株式会社,,6971,,2WIKI
Kyoden Co. Ltd.,,Semiconductors,6881,XTKS,1WSJ
Kyodo Printing Co. Ltd.,,Printing,7914,XTKS,1WSJ
Kyoei Sangyo Co. Ltd.,,Semiconductors,6973,XTKS,1WSJ
Kyoei Steel Ltd.,,Iron/Steel,5440,XTKS,1WSJ
Kyoei Tanker Co. Ltd.,,Water Transport/Shipping,9130,XTKS,1WSJ
Kyokuto Boeki Kaisha Ltd.,,Wholesalers,8093,XTKS,1WSJ
Kyokuto Kaihatsu Kogyo Co. Ltd.,,Commercial Vehicles,7226,XTKS,1WSJ
Kyokuto Securities Co. Ltd.,,Securities,8706,XTKS,1WSJ
Kyokuyo Co. Ltd.,,Food Products,1301,XTKS,1WSJ
Kyoritsu Maintenance Co. Ltd.,,Real Estate Developers,9616,XTKS,1WSJ
Kyoritsu Printing Co. Ltd.,,Printing,7838,XTKS,1WSJ
Kyosan Electric Manufacturing Co. Ltd.,,Industrial Electronics,6742,XTKS,1WSJ
Kyoshin Co. Ltd.,,Consumer Services,4735,XTKS,1WSJ
Kyoto Hotel Ltd.,,Hotels,9723,XTKS,1WSJ
Kyoto Tool Co. Ltd.,,Housewares,5966,XTKS,1WSJ
Kyowa Electronic Instruments Co. Ltd.,,Precision Products,6853,XTKS,1WSJ
Kyowa Kirin Co. Ltd.,,Pharmaceuticals,4151,XTKS,1WSJ
Kyowa Leather Cloth Co. Ltd.,,Clothing,3553,XTKS,1WSJ
Kyudenko Corp.,,Construction,1959,XTKS,1WSJ
Kyushu Electric Power,九州電力株式会社,,9508,,2WIKI
Kyushu Financial Group Inc.,,Banking,7180,XTKS,1WSJ
Kyushu Leasing Service Co. Ltd.,,General Services,8596,XTKS,1WSJ
Kyushu Railway Co.,,Railroads,9142,XTKS,1WSJ
LAC Co. Ltd.,,Computer Services,3857,XJAS,1WSJ
LEC Inc.,,Nondurable Household Products,7874,XTKS,1WSJ
LIKE Inc.,,Employment/Training Services,2462,XTKS,1WSJ
LIXIL Corp.,,Building Materials/Products,5938,XTKS,1WSJ
LTS Inc.,,Diversified Business Services,6560,XTKS,1WSJ
LaKeel Inc.,,Internet/Online,4074,XTKS,1WSJ
LaSalle Logiport REIT,,Industrial/Office REITs,3466,XTKS,1WSJ
Lacto Japan Co. Ltd.,,Food Products,3139,XTKS,1WSJ
Lancers Inc.,,Employment/Training Services,4484,XTKS,1WSJ
Land Business Co. Ltd.,,Real Estate Developers,8944,XTKS,1WSJ
Land Co. Ltd.,,Real Estate Developers,8918,XTKS,1WSJ
Landix Inc.,,Real Estate Developers,2981,XTKS,1WSJ
Laox Co. Ltd.,,Home Goods Retail,8202,XTKS,1WSJ
Lapine Co. Ltd.,,Clothing,8143,XTKS,1WSJ
Lasertec Corp.,,Precision Products,6920,XTKS,1WSJ
Last One Mile Co. Ltd.,,General Services,9252,XTKS,1WSJ
Lawson Inc.,,Food Retail,2651,XTKS,1WSJ
LeTech Corp.,,Real Estate Developers,3497,XTKS,1WSJ
Lead Co. Inc.,,Motor Vehicle Parts,6982,XTKS,1WSJ
Lecip Holdings Corp.,,Precision Products,7213,XTKS,1WSJ
Leoclan Co. Ltd.,,Diversified Business Services,7681,XTKS,1WSJ
Leopalace21 Corp.,,Real Estate Developers,8848,XTKS,1WSJ
Lib Work Co. Ltd.,,Residential Building Construction,1431,XTKS,1WSJ
Life Corp.,,Food Retail,8194,XTKS,1WSJ
Life Foods Co. Ltd.,,Restaurants,3065,XJAS,1WSJ
Life Intelligent Enterprise Holdings Co. Ltd.,,Food Retail,5856,XTKS,1WSJ
LifeDrink Co. Inc.,,Non-Alcoholic Beverages/Drinks,2585,XTKS,1WSJ
Lifenet Insurance Co.,,Life Insurance,7157,XTKS,1WSJ
Lifull Co. Ltd.,,Real Estate Developers,2120,XTKS,1WSJ
Ligua Inc.,,Diversified Business Services,7090,XTKS,1WSJ
Lihit Lab. Inc.,,Nondurable Household Products,7975,XTKS,1WSJ
Linical Co. Ltd.,,Healthcare Provision,2183,XTKS,1WSJ
Link & Motivation Inc.,,Diversified Business Services,2170,XTKS,1WSJ
Link-U Inc.,,Software,4446,XTKS,1WSJ
Linkbal Inc.,,Advertising/Marketing/Public Relations,6046,XTKS,1WSJ
Lintec Corp.,,Chemicals,7966,XTKS,1WSJ
Lion Corp.,,Personal Care Products/Appliances,4912,XTKS,1WSJ
Litalico Inc.,,Consumer Services,7366,XTKS,1WSJ
Livero Inc.,,General Services,9245,XTKS,1WSJ
Livesense Inc.,,Internet/Online,6054,XTKS,1WSJ
Living Platform Ltd.,,Healthcare Provision,7091,XTKS,1WSJ
Living Technologies Inc.,,Real Estate Developers,4445,XTKS,1WSJ
Loadstar Capital K.K.,,Real Estate Developers,3482,XTKS,1WSJ
Lobtex Co. Ltd.,,Housewares,5969,XTKS,1WSJ
Locondo Inc.,,Clothing Retail,3558,XTKS,1WSJ
Loginet Japan Co. Ltd.,,Transportation Services,9027,XSAP,1WSJ
Logizard Co. Ltd.,,Internet/Online,4391,XTKS,1WSJ
Logly Inc.,,Software,6579,XTKS,1WSJ
Lonseal Corp.,,Building Materials/Products,4224,XTKS,1WSJ
Look Holdings Inc.,,Clothing,8029,XTKS,1WSJ
Lovable Marketing Group Inc.,,Advertising/Marketing/Public Relations,9254,XTKS,1WSJ
Luckland Co. Ltd.,,Construction,9612,XTKS,1WSJ
M&A Capital Partners Co. Ltd.,,Investment Advisors,6080,XTKS,1WSJ
M-Mart Inc.,,Food Retail,4380,XTKS,1WSJ
M-UP Holdings Inc.,,Publishing,3661,XTKS,1WSJ
M3 Inc.,,Publishing,2413,XTKS,1WSJ
MBK Co. Ltd.,,Investment Advisors,3121,XTKS,1WSJ
MBS Inc.,,Construction,1401,XTKS,1WSJ
MCJ Co. Ltd.,,Computers/Consumer Electronics,6670,XTKS,1WSJ
MESCO Inc.,,Construction,1737,XTKS,1WSJ
MIE Corp. Co. Ltd.,,Building Materials/Products,3442,XNGO,1WSJ
MIRAIT Holdings Corp.,,Construction,1417,XTKS,1WSJ
MITSUBA,株式会社ミツバ,,7280,,2WIKI
MODEC,三井海洋開発株式会社,,6269,,2WIKI
MRK Holdings Inc.,,Clothing,9980,XTKS,1WSJ
MRT Inc.,,Employment/Training Services,6034,XTKS,1WSJ
MS&AD Insurance Group Holdings Inc.,,Full-Line Insurance,8725,XTKS,1WSJ
MS&Consulting Co. Ltd.,,Diversified Business Services,6555,XTKS,1WSJ
MTG Co. Ltd.,,Mixed Retailing,7806,XTKS,1WSJ
MTI Ltd.,,Wireless Telecommunications Services,9438,XTKS,1WSJ
Mabuchi Motor,マブチモーター株式会社,,6592,,2WIKI
MacBee Planet Inc.,,Advertising/Marketing/Public Relations,7095,XTKS,1WSJ
Macnica Fuji Electronics Holdings Inc.,,Semiconductors,3132,XTKS,1WSJ
Macromill Inc.,,Advertising/Marketing/Public Relations,3978,XTKS,1WSJ
Maeda Corporation,前田建設工業株式会社,,1824,,2WIKI
Maeda Kosen Co. Ltd.,,Building Materials/Products,7821,XTKS,1WSJ
Maezawa Industries Inc.,,Building Materials/Products,6489,XTKS,1WSJ
Maezawa Kasei Industries Co. Ltd.,,Building Materials/Products,7925,XTKS,1WSJ
Maezawa Kyuso Industries Co. Ltd.,,Industrial Machinery,6485,XTKS,1WSJ
Mainichi Comnet Co. Ltd.,,Real Estate Developers,8908,XTKS,1WSJ
Makino,株式会社牧野フライス製作所,,6135,,2WIKI
Makita,株式会社マキタ,,6586,,2WIKI
Makoto Construction Co. Ltd.,,Construction,8995,XTKS,1WSJ
Makuake Inc.,,Internet/Online,4479,XTKS,1WSJ
Mamiya-Op Co. Ltd.,,Industrial Machinery,7991,XTKS,1WSJ
Manac Chemical Partners Co. Ltd.,,Chemicals,4360,XTKS,1WSJ
