Name,TSE,Exchange,Industry
Rheon Automatic Machinery Co. Ltd.,6272,XTKS,Industrial Machinery
Rhythm Co. Ltd.,7769,XTKS,Jewelry & Watches
Ribomic Inc.,4591,XTKS,Biotechnology
Ricksoft Co. Ltd.,4429,XTKS,Internet/Online
Ricoh Co. Ltd.,7752,XTKS,Computers/Consumer Electronics
Ricoh Leasing Co. Ltd.,8566,XTKS,General Services
Ride On Express Holdings Co. Ltd.,6082,XTKS,Restaurants
Right On Co. Ltd.,7445,XTKS,Clothing Retail
Rikei Corp.,8226,XTKS,Computers/Consumer Electronics
Riken Corp.,6462,XTKS,Motor Vehicle Parts
Riken Corundum Co. Ltd.,5395,XTKS,Industrial Products
Riken Keiki Co. Ltd.,7734,XTKS,Precision Products
Riken Technos Corp.,4220,XTKS,Chemicals
Riken Vitamin Co. Ltd.,4526,XTKS,Food Products
Ringer Hut Co. Ltd.,8200,XTKS,Restaurants
Rinko Corp.,9355,XTKS,Transportation Services
Rinnai Corp.,5947,XTKS,Building Materials/Products
Rion Co. Ltd.,6823,XTKS,Medical Equipment/Supplies
Riskmonster.com,3768,XTKS,Internet/Online
Riso Kagaku Corp.,6413,XTKS,Computers/Consumer Electronics
Riso Kyoiku Co. Ltd.,4714,XTKS,Consumer Services
Rix Corp.,7525,XTKS,Industrial Machinery
Rizap Group Inc.,2928,XSAP,Food Products
RKB-Mainichi Holdings Corp.,9407,XFKA,Broadcasting
Robot Home Inc.,1435,XTKS,Emerging Technologies
Robot Payment Inc.,4374,XTKS,Consumer Finance
Rock Field Co. Ltd.,2910,XTKS,Food Products
Rock Paint Co. Ltd.,4621,XTKS,Building Materials/Products
Rokko Butter Co. Ltd.,2266,XTKS,Food Products
Roland Corp.,7944,XTKS,Leisure Goods
Roland DG Corp.,6789,XTKS,Computers/Consumer Electronics
Rorze Corp.,6323,XTKS,Precision Products
Round One Corp.,4680,XTKS,Recreational Services
Royal Holdings Co. Ltd.,8179,XTKS,Restaurants
Royal Hotel Ltd.,9713,XTKS,Hotels
RPA Holdings Inc.,6572,XTKS,Diversified Holding Companies
RS Technologies Co. Ltd.,3445,XTKS,Semiconductors
RVH Inc.,6786,XTKS,Semiconductors
Ryobi Ltd.,5851,XTKS,Motor Vehicle Parts
Ryoden Corp.,8084,XTKS,Industrial Electronics
Ryohin Keikaku Co. Ltd.,7453,XTKS,Mixed Retailing
Ryosan Co. Ltd.,8140,XTKS,Semiconductors
Ryoyo Electro Corp.,8068,XTKS,Semiconductors
S Foods Inc.,2292,XTKS,Food Products
S&B Foods Inc.,2805,XTKS,Food Products
S.Science Co. Ltd.,5721,XTKS,Non-Ferrous Metals
S.T. Corp.,4951,XTKS,Chemicals
Sac's Bar Holdings Inc.,9990,XTKS,Clothing Retail
Safie Inc.,4375,XTKS,Internet/Online
Sagami Holdings Corp.,9900,XTKS,Restaurants
Sagami Rubber Industries Co. Ltd.,5194,XTKS,Personal Care Products/Appliances
SAIBO Co. Ltd.,3123,XTKS,Clothing
Saibu Gas Holdings Co. Ltd.,9536,XTKS,Gas Utilities
Saikaya Department Store Co. Ltd.,8254,XTKS,Mixed Retailing
Sailor Pen Co. Ltd.,7992,XTKS,Nondurable Household Products
Saint Marc Holdings Co. Ltd.,3395,XTKS,Restaurants
Saint-Care Holding Corp.,2374,XTKS,Healthcare Provision
Saita Corp.,1999,XFKA,Construction
Saizeriya Co. Ltd.,7581,XTKS,Restaurants
Sakai Chemical Industry Co. Ltd.,4078,XTKS,Chemicals
Sakai Heavy Industries Ltd.,6358,XTKS,Mobile Machinery
Sakai Moving Service Co. Ltd.,9039,XTKS,
Sakai Trading Co. Ltd.,9967,XTKS,Chemicals
Sakata Inx Corp.,4633,XTKS,Chemicals
Sakata Seed Corp.,1377,XTKS,Farming
SAKURA Internet Inc.,3778,XTKS,Internet/Online
Sakura KCS Corp.,4761,XTKS,Software
Sakura Rubber Co. Ltd.,5189,XTKS,Industrial Products
Sakurajima Futo Kaisha Ltd.,9353,XTKS,Transportation Services
Sakurasaku Plus Co. Ltd.,7097,XTKS,Consumer Services
Sala Corp.,2734,XTKS,Gas Utilities
Samantha Thavasa Japan Ltd.,7829,XTKS,Clothing
Samco Inc.,6387,XTKS,Semiconductors
Samty Co. Ltd.,3244,XTKS,Real Estate Developers
Samty Residential Investment Corp.,3459,XTKS,Residential REITs
San Ju San Financial Group Inc.,7322,XTKS,Banking
San-A Co. Ltd.,2659,XTKS,Food Retail
San-Ai Oil Co. Ltd.,8097,XTKS,Oil & Gas Products/Services
SanBio Co. Ltd.,4592,XTKS,Biotechnology
Sanden Corp.,6444,XTKS,Motor Vehicle Parts
Sanei Architecture Planning Co. Ltd.,3228,XTKS,Real Estate Developers
Sanei Ltd.,6230,XTKS,Building Materials/Products
Sangetsu Corp.,8130,XTKS,Home Goods Retail
San-In Godo Bank Ltd.,8381,XTKS,Banking
Sanix Inc.,4651,XTKS,Industrial Electronics
Sankei Chemical Co. Ltd.,4995,XFKA,Chemicals
Sankei Real Estate Inc.,2972,XTKS,Industrial/Office REITs
Sanken Electric Co. Ltd.,6707,XTKS,Semiconductors
Sanki Engineering Co. Ltd.,1961,XTKS,Construction
Sanki Service Corp.,6044,XTKS,Diversified Business Services
Sanko Co. Ltd.,6964,XTKS,Chemicals
Sanko Gosei Ltd.,7888,XTKS,Precision Products
Sanko Marketing Foods Co. Ltd.,2762,XTKS,Restaurants
Sanko Metal Industrial Co. Ltd.,1972,XTKS,Building Materials/Products
Sanko Techno Co. Ltd.,3435,XTKS,Building Materials/Products
Sankyo Co. Ltd. (6417),6417,XTKS,Gambling Industries
Sankyo Kasei Corp.,8138,XTKS,Chemicals
Sankyo Seiko Co. Ltd.,8018,XTKS,Clothing
Sankyo-Tateyama Inc.,5932,XTKS,Building Materials/Products
Sankyu Inc.,9065,XTKS,Transportation Services
Sanno Co. Ltd.,3441,XJAS,Industrial Products
Sanoh Industrial Co. Ltd.,6584,XTKS,Motor Vehicle Parts
Sanoyas Holdings Corp.,7022,XTKS,Diversified Holding Companies
Sanrio Co. Ltd.,8136,XTKS,Housewares
Sanritsu Corp.,9366,XTKS,Containers/Packaging
Sansan Inc.,4443,XTKS,Internet/Online
Sansei Co. Ltd.,6307,XTKS,Building Materials/Products
Sansei Landic Co. Ltd.,3277,XTKS,Real Estate Developers
Sansei Technologies Inc.,6357,XTKS,Industrial Machinery
Sansha Electric Manufacturing Co. Ltd.,6882,XTKS,Semiconductors
Sanshin Electronics Co. Ltd.,8150,XTKS,Wholesalers
Sanwa Co. Ltd.,3187,XTKS,Home Goods Retail
Sanwa Holdings Corp.,5929,XTKS,Building Materials/Products
Sanyo Chemical Industries Ltd.,4471,XTKS,Chemicals
Sanyo Denki Co. Ltd.,6516,XTKS,Building Materials/Products
Sanyo Electric Railway Co. Ltd.,9052,XTKS,Railroads
Sanyo Engineering & Construction Inc.,1960,XTKS,Construction
Sanyo Homes Corp.,1420,XTKS,Residential Building Construction
Sanyo Industries Ltd.,5958,XTKS,Building Materials/Products
Sanyo Shokai Ltd.,8011,XTKS,Clothing
Sanyo Special Steel Co. Ltd.,5481,XTKS,Iron/Steel
Sanyo Trading Co. Ltd.,3176,XTKS,Wholesalers
Sanyodo Holdings Inc.,3058,XJAS,Specialty Retail
Sanyu Co. Ltd.,5697,XTKS,Iron/Steel
Sapporo Holdings Ltd.,2501,XTKS,Alcoholic Beverages/Drinks
Sasakura Engineering Co. Ltd.,6303,XTKS,Construction
Sata Construction Co. Ltd.,1826,XTKS,Construction
Sato Foods Co. Ltd.,2923,XTKS,Food Products
Sato Holdings Corp.,6287,XTKS,Computers/Consumer Electronics
Sato Shoji Corp.,8065,XTKS,Wholesalers
Satori Electric Co. Ltd.,7420,XTKS,Industrial Electronics
Satudora Holdings Co. Ltd.,3544,XTKS,Diversified Holding Companies
Sawafuji Electric Co. Ltd.,6901,XTKS,Industrial Electronics
Sawai Group Holdings Co. Ltd.,4887,XTKS,Pharmaceuticals
Saxa Holdings Inc.,6675,XTKS,Networking
Saylor Advertising Inc.,2156,XJAS,Advertising/Marketing/Public Relations
SB Technology Corp.,4726,XTKS,Computer Services
SBI Holdings Inc.,8473,XTKS,Finance Companies
SBI Insurance Group Co. Ltd.,7326,XTKS,Full-Line Insurance
SBS Holdings Inc.,2384,XTKS,Transportation Services
Scala Inc.,4845,XTKS,Software
Science Arts Inc.,4412,XTKS,Emerging Technologies
Scigineer Inc.,6031,XTKS,Advertising/Marketing/Public Relations
Scinex Corp.,2376,XTKS,Publishing
SCREEN Holdings Co. Ltd.,7735,XTKS,Semiconductors
Scroll Corp.,8005,XTKS,Mixed Retailing
SCSK Corp.,9719,XTKS,Software
SDS Holdings Co. Ltd.,1711,XTKS,Precision Products
SEC Carbon Ltd.,5304,XTKS,Industrial Products
Secom Co. Ltd.,9735,XTKS,General Services
SecuAvail Inc.,3042,XJAS,Software
Secure Inc.,4264,XTKS,Precision Products
Seed Co. Ltd. (Tokyo)(7743),7743,XTKS,Medical Equipment/Supplies
Sega Sammy Holdings Inc.,6460,XTKS,Toys & Games
Segue Group Co. Ltd.,3968,XTKS,Computer Services
Seibu Electric & Machinery Co. Ltd.,6144,XTKS,Industrial Machinery
Seibu Holdings Inc.,9024,XTKS,Diversified Holding Companies
Seigakusha Co. Ltd.,2179,XJAS,Consumer Services
Seihyo Co. Ltd.,2872,XTKS,Food Products
Seika Corp.,8061,XTKS,Wholesalers
Seikagaku Corp.,4548,XTKS,Pharmaceuticals
Seikitokyu Kogyo Co. Ltd.,1898,XTKS,Construction
Seiko Electric Co. Ltd.,6653,XTKS,Industrial Electronics
Seiko Epson Corp.,6724,XTKS,Computers/Consumer Electronics
Seiko Holdings Corp.,8050,XTKS,Jewelry & Watches
Seiko PMC Corp.,4963,XTKS,Chemicals
Seino Holdings Co. Ltd.,9076,XTKS,Trucking
Seiren Co. Ltd.,3569,XTKS,Clothing
Seiryo Electric Corp.,4341,XTKS,Networking
Seiwa Electric Mfg. Co. Ltd.,6748,XTKS,Industrial Electronics
Sekido Co. Ltd.,9878,XTKS,Clothing Retail
Sekisui Chemical Co. Ltd.,4204,XTKS,Residential Building Construction
Sekisui House Ltd.,1928,XTKS,Residential Building Construction
Sekisui House REIT Inc.,3309,XTKS,Industrial/Office REITs
Sekisui Jushi Corp.,4212,XTKS,Building Materials/Products
Sekisui Kasei Co. Ltd.,4228,XTKS,Chemicals
Sekonic Corp.,7758,XTKS,Precision Products
Semba Corp.,6540,XTKS,General Services
Semitec Corp.,6626,XJAS,Precision Products
Senko Group Holdings Co. Ltd.,9069,XTKS,Transportation Services
Senshu Electric Co. Ltd.,9824,XTKS,Industrial Electronics
Senshu Ikeda Holdings Inc.,8714,XTKS,Banking
Senshukai Co. Ltd.,8165,XTKS,Mixed Retailing
Seraku Co. Ltd.,6199,XTKS,Computer Services
Serendip Holdings Co. Ltd.,7318,XTKS,Diversified Business Services
Serio Holdings Co. Ltd.,6567,XTKS,Employment/Training Services
Serverworks Co. Ltd.,4434,XTKS,Internet/Online
Seven & I Holdings Co. Ltd.,3382,XTKS,Mixed Retailing
Seven Bank Ltd.,8410,XTKS,Banking
Seven Industries Co. Ltd.,7896,XTKS,Building Materials/Products
SFP Holdings Co. Ltd.,3198,XTKS,Restaurants
SG Holdings Co. Ltd.,9143,XTKS,Transportation Services
Shanon Inc.,3976,XTKS,Internet/Online
Sharingtechnology Inc.,3989,XTKS,Internet/Online
Sharp Corp.,6753,XTKS,Computers/Consumer Electronics
Shibaura Machine Co. Ltd.,6104,XTKS,Industrial Machinery
Shibaura Mechatronics Corp.,6590,XTKS,Precision Products
Shibusawa Warehouse Co. Ltd.,9304,XTKS,Transportation Services
Shibuya Corp.,6340,XTKS,Industrial Machinery
SHIFT Inc.,3697,XTKS,Software
Shiga Bank Ltd.,8366,XTKS,Banking
Shikibo Ltd.,3109,XTKS,Clothing
Shikigaku Co. Ltd.,7049,XTKS,Employment/Training Services
Shikoku Bank Ltd.,8387,XTKS,Banking
Shikoku Chemicals Corp.,4099,XTKS,Chemicals
Shikoku Electric Power Co. Inc.,9507,XTKS,Electric Utilities
Shimadzu Corp.,7701,XTKS,Precision Products
Shimamura Co. Ltd.,8227,XTKS,Clothing Retail
Shimane Bank Ltd.,7150,XTKS,Banking
Shimizu Bank Ltd.,8364,XTKS,Banking
Shimizu Corp.,1803,XTKS,Construction
Shimojima Co. Ltd.,7482,XTKS,Containers/Packaging
Shin Maint Holdings Co. Ltd.,6086,XTKS,Diversified Business Services
Shin Nippon Air Technologies Co. Ltd.,1952,XTKS,Construction
Shin Nippon Biomedical Laboratories Ltd.,2395,XTKS,Healthcare Provision
Shinagawa Refractories Co. Ltd.,5351,XTKS,Industrial Products
Shindengen Electric Manufacturing Co. Ltd.,6844,XTKS,Semiconductors
Shin-Etsu Chemical Co. Ltd.,4063,XTKS,Chemicals
Shin-Etsu Polymer Co. Ltd.,7970,XTKS,Chemicals
Shingakukai Holdings Co. Ltd.,9760,XTKS,Consumer Services
Shin-Keisei Electric Railway Co. Ltd.,9014,XTKS,Railroads
Shinki Bus Co. Ltd.,9083,XTKS,"Passenger Transport, Other"
Shinkin Central Bank,8421,XTKS,Banking
Shinko Electric Industries Co. Ltd.,6967,XTKS,Semiconductors
Shinko Shoji Co. Ltd.,8141,XTKS,Semiconductors
Shinmaywa Industries Ltd.,7224,XTKS,Commercial Vehicles
Shinnihon Corp.,1879,XTKS,Construction
Shinnihonseiyaku Co. Ltd.,4931,XTKS,Specialty Retail
Shinobu Foods Products Co. Ltd.,2903,XTKS,Food Products
Shinozakiya Inc.,2926,XTKS,Food Retail
Shinsei Bank Ltd.,8303,XTKS,Banking
Shinsho Corp.,8075,XTKS,Iron/Steel
Shinto Paint Co. Ltd.,4615,XTKS,Building Materials/Products
Shinwa Co. Ltd.,3447,XTKS,Building Materials/Products
Shinwa Co. Ltd. (7607),7607,XTKS,Industrial Machinery
Shinyei Kaisha,3004,XTKS,Clothing
Shionogi & Co. Ltd.,4507,XTKS,Pharmaceuticals
Ship Healthcare Holdings Inc.,3360,XTKS,Medical Equipment/Supplies
Shirai Electronics Industrial Co. Ltd.,6658,XJAS,Semiconductors
Shiseido Co. Ltd.,4911,XTKS,Personal Care Products/Appliances
Shizuki Electric Co. Inc.,6994,XTKS,Industrial Electronics
Shizuoka Bank Ltd.,8355,XTKS,Banking
Shizuoka Gas Co. Ltd.,9543,XTKS,Gas Utilities
Shobido Corp.,7819,XTKS,Personal Care Products/Appliances
Sho-Bond Holdings Co. Ltd.,1414,XTKS,Construction
Shobunsha Holdings Inc.,9475,XTKS,Publishing
Shochiku Co. Ltd.,9601,XTKS,Motion Picture/Sound Recording
Shoei Co. Ltd. (7839),7839,XTKS,Clothing
Shoei Corp.,9385,XTKS,Containers/Packaging
Shoei Foods Corp.,8079,XTKS,Food Products
Shofu Inc.,7979,XTKS,Medical Equipment/Supplies
Shokubun Co. Ltd.,9969,XTKS,Restaurants
Showa Chemical Industry Co. Ltd.,4990,XTKS,Chemicals
Showa Denko K.K.,4004,XTKS,Chemicals
Showa Holdings Co. Ltd.,5103,XTKS,Consumer Finance
Showa Manufacturing Co. Ltd.,5953,XFKA,Industrial Machinery
Showa Sangyo Co. Ltd.,2004,XTKS,Food Products
Showcase Inc.,3909,XTKS,Advertising/Marketing/Public Relations
Shuei Yobiko Co. Ltd.,4678,XTKS,Consumer Services
SIG Group Co. Ltd.,4386,XTKS,Computer Services
SIGMAXYZ Holdings Inc.,6088,XTKS,Diversified Business Services
Signpost Corp.,3996,XTKS,Diversified Business Services
Siix Corp.,7613,XTKS,Industrial Electronics
Silicon Studio Corp.,3907,XTKS,Software
Silver Egg Technology Co. Ltd.,3961,XTKS,Advertising/Marketing/Public Relations
Silver Life Co. Ltd.,9262,XTKS,Restaurants
Simplex Holdings Inc.,4373,XTKS,Computer Services
Sinanen Holdings Co. Ltd.,8132,XTKS,Diversified Holding Companies
Sincere Co. Ltd.,7782,XTKS,Medical Equipment/Supplies
Sinfonia Technology Co. Ltd.,6507,XTKS,Precision Products
Sinko Industries Ltd.,6458,XTKS,Building Materials/Products
sinops Inc.,4428,XTKS,Software
Sintokogio Ltd.,6339,XTKS,Industrial Machinery
SIOS Corp.,3744,XTKS,Software
SK Japan Co. Ltd.,7608,XTKS,Toys & Games
SKIYAKI Inc.,3995,XTKS,Publishing
SKY Perfect JSAT Holdings Inc.,9412,XTKS,Broadcasting
Skylark Holdings Co. Ltd.,3197,XTKS,Restaurants
S-Line Co. Ltd.,9078,XTKS,Trucking
Slogan Inc.,9253,XTKS,Employment/Training Services
Small & Medium Sized Enterprises Holdings Inc.,1757,XTKS,Specialty Retail
Smaregi Inc.,4431,XTKS,Software
Smartvalue Co. Ltd.,9417,XTKS,Internet/Online
SMC Corp.,6273,XTKS,Industrial Machinery
sMedio Inc.,3913,XTKS,Software
SMK Corp.,6798,XTKS,Industrial Electronics
SMN Corp.,6185,XTKS,Advertising/Marketing/Public Relations
SMS Co. Ltd.,2175,XTKS,Healthcare Provision
Snow Peak Inc.,7816,XTKS,Specialty Retail
SNT Corp.,6319,XTKS,Industrial Products
Sobal Corp.,2186,XJAS,Computers/Consumer Electronics
Socialwire Co. Ltd.,3929,XTKS,Publishing
Sockets Inc.,3634,XTKS,Software
Soda Nikka Co. Ltd.,8158,XTKS,Chemicals
Sodick Co. Ltd.,6143,XTKS,Precision Products
Soft99 Corp.,4464,XTKS,Nondurable Household Products
SoftBank Corp.,9434,XTKS,Wired Telecommunications Services
SoftBank Group Corp.,9984,XTKS,Wireless Telecommunications Services
Softcreate Holdings Corp.,3371,XTKS,Computer Services
Softmax Co. Ltd. Japan,3671,XTKS,Computer Services
Sohgo Security Services Co. Ltd.,2331,XTKS,General Services
Soiken Holdings Inc.,2385,XTKS,Healthcare Provision
Sojitz Corp.,2768,XTKS,Diversified Holding Companies
Soko Seiren Co. Ltd.,3578,XTKS,Clothing
Solasia Pharma KK,4597,XTKS,Pharmaceuticals
Solasto Corp.,6197,XTKS,Healthcare Provision
SoldOut Inc.,6553,XTKS,Advertising/Marketing/Public Relations
Soliton Systems K.K.,3040,XTKS,Software
Solxyz Co. Ltd.,4284,XTKS,Software
Somar Corp.,8152,XTKS,Chemicals
Sompo Holdings Inc.,8630,XTKS,Non-Life Insurance
Sonec Corp.,1768,XTKS,Construction
Sony Group Corp.,6758,XTKS,Computers/Consumer Electronics
Sosei Group Corp.,4565,XTKS,Biotechnology
Soshin Electric Co. Ltd.,6938,XTKS,Semiconductors
SOSiLA Logistics REIT Inc.,2979,XTKS,Industrial/Office REITs
Sotetsu Holdings Inc.,9003,XTKS,Railroads
Sotoh Co. Ltd.,3571,XTKS,Clothing
Sourcenext Corp.,4344,XTKS,Software
Space Co. Ltd.,9622,XTKS,Construction
Space Value Holdings Co. Ltd.,1448,XTKS,Construction
Spacemarket Inc.,4487,XTKS,Internet/Online
Sparx Group Co. Ltd.,8739,XTKS,Investment Advisors
Speee Inc.,4499,XTKS,Advertising/Marketing/Public Relations
SpiderPlus & Co.,4192,XTKS,Software
SPK Corp.,7466,XTKS,Wholesalers
S-Pool Inc.,2471,XTKS,Employment/Training Services
Sportsfield Co. Ltd.,7080,XTKS,Employment/Training Services
Sprix Ltd.,7030,XTKS,Consumer Services
Square Enix Holdings Co. Ltd.,9684,XTKS,Toys & Games
SRA Holdings Inc.,3817,XTKS,Computer Services
SRE Holdings Corp.,2980,XTKS,Real Estate Developers
SRS Holdings Co. Ltd.,8163,XTKS,Restaurants
Stamen Co. Ltd.,4019,XTKS,Software
Stanley Electric Co. Ltd.,6923,XTKS,Motor Vehicle Parts
Star Asia Investment Corp.,3468,XTKS,Diversified REITs
Star Flyer Inc.,9206,XTKS,Passenger Airlines
Star Mica Holdings Co. Ltd.,2975,XTKS,Real Estate Developers
Star Micronics Co. Ltd.,7718,XTKS,Precision Products
Startia Holdings Inc.,3393,XTKS,Computer Services
Starts Corp. Inc.,8850,XTKS,Real Estate Developers
Starts Proceed Investment Corp.,8979,XTKS,Residential REITs
Starzen Co. Ltd.,8043,XTKS,Food Products
Stella Chemifa Corp.,4109,XTKS,Chemicals
Stella Pharma Corp.,4888,XTKS,Pharmaceuticals
StemCell Institute,7096,XTKS,Biotechnology
StemRIM Inc.,4599,XTKS,Biotechnology
Step Co. Ltd.,9795,XTKS,Consumer Services
STI Foods Holdings Inc.,2932,XTKS,Food Products
Stream Co. Ltd.,3071,XTKS,Home Goods Retail
Strike Co. Ltd.,6196,XTKS,Diversified Business Services
STrust Co. Ltd.,3280,XTKS,Real Estate Developers
Studio Alice Co. Ltd.,2305,XTKS,Consumer Services
Studio Atao Co. Ltd.,3550,XTKS,Clothing Retail
Subaru Corp.,7270,XTKS,Automobiles
Subaru Enterprise Co. Ltd.,9632,XTKS,Construction
Succeed Co. Ltd.,9256,XTKS,Consumer Services
Sugai Chemical Industry Co. Ltd.,4120,XTKS,Chemicals
Sugi Holdings Co. Ltd.,7649,XTKS,Drug Retail
Sugimoto & Co. Ltd.,9932,XTKS,Industrial Machinery
Sugimura Warehouse Co. Ltd.,9307,XTKS,Transportation Services
Sumco Corp.,3436,XTKS,Semiconductors
Sumida Corp.,6817,XTKS,Industrial Electronics
Sumiken Mitsui Road Co. Ltd.,1776,XTKS,Construction
Suminoe Textile Co. Ltd.,3501,XTKS,Clothing
Sumiseki Holdings Inc.,1514,XTKS,Coal
Sumitomo Bakelite Co. Ltd.,4203,XTKS,Chemicals
Sumitomo Chemical Co. Ltd.,4005,XTKS,Chemicals
Sumitomo Corp.,8053,XTKS,Diversified Holding Companies
Sumitomo Dainippon Pharma Co. Ltd.,4506,XTKS,Pharmaceuticals
Sumitomo Densetsu Co. Ltd.,1949,XTKS,Construction
Sumitomo Electric Industries Ltd.,5802,XTKS,Motor Vehicle Parts
Sumitomo Forestry Co. Ltd.,1911,XTKS,
Sumitomo Heavy Industries Ltd.,6302,XTKS,Mobile Machinery
Sumitomo Metal Mining Co. Ltd.,5713,XTKS,Non-Ferrous Metals
Sumitomo Mitsui Construction Co. Ltd.,1821,XTKS,Construction
Sumitomo Mitsui Financial Group Inc.,8316,XTKS,Major International Banks
Sumitomo Mitsui Trust Holdings Inc.,8309,XTKS,Banking
Sumitomo Osaka Cement Co. Ltd.,5232,XTKS,Building Materials/Products
Sumitomo Precision Products Co. Ltd.,6355,XTKS,Aerospace Products/Parts
Sumitomo Realty & Development Co. Ltd.,8830,XTKS,Real Estate Developers
Sumitomo Riko Co. Ltd.,5191,XTKS,Industrial Products
Sumitomo Rubber Industries Ltd.,5110,XTKS,Tires
Sumitomo Seika Chemicals Co. Ltd.,4008,XTKS,Chemicals
Sumitomo Warehouse Co. Ltd.,9303,XTKS,Transportation Services
Sun Capital Management Corp.,2134,XJAS,Investment Advisors
Sun Frontier Fudousan Co. Ltd.,8934,XTKS,Real Estate Developers
Sun* Inc.,4053,XTKS,Computer Services
Suncall Corp.,5985,XTKS,Industrial Products
Sundrug Co. Ltd.,9989,XTKS,Drug Retail
Sunnexta Group Inc.,8945,XTKS,Real Estate Developers
Sunny Side Up Group Inc.,2180,XTKS,Advertising/Marketing/Public Relations
Suntory Beverage & Food Ltd.,2587,XTKS,Non-Alcoholic Beverages/Drinks
Sun-Wa Technos Corp.,8137,XTKS,Industrial Electronics
Super Value Co. Ltd.,3094,XJAS,Food Retail
Superbag Co. Ltd.,3945,XTKS,Containers/Packaging
SuRaLa Net Co. Ltd.,3998,XTKS,Consumer Services
Suruga Bank Ltd.,8358,XTKS,Banking
SUS Co. Ltd.,6554,XTKS,Aluminum
SUSMED Inc.,4263,XTKS,Computer Services
Suzuden Corp.,7480,XTKS,Wholesalers
Suzuken Co. Ltd.,9987,XTKS,Pharmaceuticals
Suzuki Co. Ltd.,6785,XTKS,Industrial Products
Suzuki Motor Corp.,7269,XTKS,Automobiles
Suzuyo Shinwart Corp.,9360,XTKS,Software
SWCC Showa Holdings Co. Ltd.,5805,XTKS,Industrial Electronics
SymBio Pharmaceuticals Ltd.,4582,XJAS,Pharmaceuticals
Synchro Food Co. Ltd.,3963,XTKS,Internet/Online
Sysmex Corp.,6869,XTKS,Medical Equipment/Supplies
System D Inc.,3804,XJAS,Software
System Information Co. Ltd.,3677,XTKS,Software
System Integrator Corp.,3826,XTKS,Software
System Location Co. Ltd.,2480,XJAS,Diversified Business Services
System Research Co. Ltd.,3771,XTKS,Software
System Support Inc.,4396,XTKS,Computer Services
Systems Engineering Consultants Co. Ltd.,3741,XTKS,Software
Systemsoft Corp.,7527,XTKS,Software
Systena Corp.,2317,XTKS,Software
Syuppin Co. Ltd.,3179,XTKS,Specialty Retail
T&D Holdings Inc.,8795,XTKS,Life Insurance
T&K Toka Co. Ltd.,4636,XTKS,Chemicals
T&S Inc.,4055,XTKS,Computer Services
T. Hasegawa Co. Ltd.,4958,XTKS,Food Products
T.RAD Co. Ltd.,7236,XTKS,Motor Vehicle Parts
Tabikobo Co. Ltd.,6548,XTKS,Tourism
Tabio Corp.,2668,XTKS,Clothing
Tac Co. Ltd.,4319,XTKS,Employment/Training Services
Tachibana Eletech Co. Ltd.,8159,XTKS,Precision Products
Tachikawa Corp.,7989,XTKS,Housewares
Tachi-S Co. Ltd.,7239,XTKS,Motor Vehicle Parts
Tacmina Corp.,6322,XTKS,Industrial Machinery
Tadano Ltd.,6395,XTKS,Mobile Machinery
Taihei Dengyo Kaisha Ltd.,1968,XTKS,Construction
Taihei Machinery Works Ltd.,6342,XTKS,Industrial Machinery
Taiheiyo Cement Corp.,5233,XTKS,Building Materials/Products
Taiheiyo Kouhatsu Inc.,8835,XTKS,Real Estate Developers
Taiho Kogyo Co. Ltd.,6470,XTKS,Motor Vehicle Parts
Taiho Transportation Co. Ltd.,9040,XNGO,Transportation Services
Taikisha Ltd.,1979,XTKS,Building Materials/Products
Taiko Bank Ltd.,8537,XTKS,Banking
Taiko Pharmaceutical Co. Ltd.,4574,XTKS,Pharmaceuticals
Taisei Corp.,1801,XTKS,Construction
Taisei Lamick Co. Ltd.,4994,XTKS,Containers/Packaging
Taisho Pharmaceutical Holdings Co. Ltd.,4581,XTKS,Pharmaceuticals
Taiyo Holdings Co. Ltd.,4626,XTKS,Chemicals
Taiyo Kagaku Co. Ltd.,2902,XNGO,Food Products
Taiyo Koki Co. Ltd.,6164,XJAS,Industrial Machinery
Taiyo Yuden Co. Ltd.,6976,XTKS,Industrial Electronics
Takachiho Koheki Co. Ltd.,2676,XTKS,Wholesalers
Takada Corp.,1966,XTKS,Construction
TakadaKiko (Steel Construction) Co. Ltd.,5923,XTKS,Construction
Takagi Seiko Corp.,4242,XJAS,Industrial Products
Takakita Co. Ltd.,6325,XTKS,Mobile Machinery
Takamatsu Construction Group Co. Ltd.,1762,XTKS,Construction
Takamatsu Machinery Co. Ltd.,6155,XTKS,Industrial Machinery
Takamiya Co. Ltd.,2445,XTKS,General Services
Takano Co. Ltd.,7885,XTKS,Furniture
Takaoka Toko Co. Ltd.,6617,XTKS,Industrial Electronics
Taka-Q Co. Ltd.,8166,XTKS,Clothing Retail
Takara & Co. Ltd.,7921,XTKS,Printing
Takara Bio Inc.,4974,XTKS,Biotechnology
Takara Holdings Inc.,2531,XTKS,Alcoholic Beverages/Drinks
Takara Leben Co. Ltd.,8897,XTKS,Real Estate Developers
Takara Leben Infrastructure Fund Inc.,9281,XTKS,Closed-End Funds
Takara Leben Real Estate Investment Corp.,3492,XTKS,Diversified REITs
Takara Standard Co. Ltd.,7981,XTKS,Housewares
Takasago International Corp.,4914,XTKS,Chemicals
Takasago Tekko K.K.,5458,XTKS,Iron/Steel
Takasago Thermal Engineering Co. Ltd.,1969,XTKS,Building Materials/Products
